9室3厅，0/3层，139054元/平米，南向，建筑年代：1930 9室3厅，0/3层，139054元/平米，南向，建筑年代：1930 3500万元 252平米 null
虹梅南路96弄 凌云新村 170万元 61平米 1994
虹梅路2588弄、虹梅路21 永兆豪庭 300万元 99平米 2008
虹梅南路96弄 虹梅南路96弄小区 212万元 70平米 1994
虹梅南路126弄1-23号 春华苑 215万元 75平米 1994
虹梅南路126弄336号 翡翠别墅(徐汇) 2300万元 390平米 2013
虹梅南路126弄 虹梅南路126弄小区 150万元 59平米 2000
虹梅南路上中西路 梅陇六村 165万元 66平米 1995
罗香路龙临路 长桥六村 125万元 45平米 1998
罗香路28弄 长桥三村 175万元 60平米 1995
罗香路265号 罗香苑 360万元 91平米 2002
浦北路959号 茶花园 220万元 58平米 1993
浦北路948弄 紫竹园 215万元 54平米 1992
浦北路398号 康健星辰 870万元 160平米 2004
浦北路999弄 百合花苑 395万元 152平米 1998
浦北路21弄 康宁坊 195万元 61平米 1991
浦北路959号 花苑村茶花园 175万元 47平米 1992
柳州路374弄 田林三村 290万元 73平米 1982
柳州路274弄 田林四村 125万元 33平米 1986
柳州路628弄 金祥苑 260万元 76平米 2005
柳州路15号 田林九村 258万元 76平米 1991
柳州路601 银丽公寓 260万元 82平米 1996
柳州路181弄 海上名门 550万元 141平米 2006
柳州路600弄8号 金丽广场 290万元 87平米 1996
柳州路宜山路 田林十村 400万元 119平米 1984
柳州路128弄 康馨家园 470万元 113平米 2002
柳州路300弄(漕宝路口) 豪门府邸 588万元 164平米 2005
罗秀路985弄 天秀苑 370万元 95平米 2002
罗秀路210弄 罗秀三村 166万元 63平米 1994
罗秀路1095弄 龙州小区 160万元 61平米 1996
罗秀路955弄 兴荣苑 259.5万元 75平米 1999
罗秀路223弄 罗秀新村 180万元 66平米 1994
罗秀路200弄近老沪闵路 长桥八村 125万元 46平米 1995
罗秀路凌云路 梅陇九村 135万元 45平米 1994
罗秀路186弄 梅陇十村 190万元 71平米 1994
罗秀路213号 罗秀二村 110万元 38平米 1995
罗秀路老沪闵路 长桥七村 150万元 54平米 1995
罗秀路55弄 华馨公寓 380万元 119平米 2007
罗秀路930弄 和平小区 180万元 67平米 1994
罗秀路1175弄,虹梅南路6 陇南小区 140万元 48平米 1994
田林路近柳州路 田林十一村 140万元 34平米 1992
田林路柳州路 田林十三村 185万元 53平米 1986
田林东路100弄 爱建园 600万元 136平米 2003
田林十二村 田林十二村 240万元 51平米 1986
田林东路414弄 田林新苑 250万元 71平米 1991
田林东路360弄 田林体育公寓 255万元 87平米 1998
田林路90弄 田林路90弄小区 150万元 48平米 2000
田林六村22弄 田林六村 166万元 52平米 1985
田林路近柳州路 美乐小区 265万元 64平米 1992
田林路90弄1-26号 田林花苑 600万元 208平米 1997
沪闵路冠生园路1号 科苑新村 249万元 74平米 1992
沪闵路9260弄 徐汇公寓 308万元 92平米 2004
沪闵路9512弄 泰成花苑 445万元 144平米 1999
沪闵路9118号 胜利家园圣骊家园 360万元 93平米 2002
沪闵路9120号 圣骊家园 350万元 115平米 2004
沪闵路8390号 花苑村迎春园 271万元 110平米 1997
机场新村34-61号 龙华苑 245万元 75平米 1995
复兴中路1199号 明园世纪城 980万元 205平米 2006
复兴中路1340弄 上音小区 360万元 63平米 1986
复兴中路1232弄 复兴中路1232弄小 100万元 20平米 null
复兴西路洋房 复兴西路洋房 1800万元 138平米 1998
复兴中路1315弄 复兴中路1315弄小 252万元 45平米 1998
斜土路1515号 银亿徐汇酩悦 490万元 130平米 2009
斜土路1422弄 轻工小区 295万元 96平米 1998
斜土路1458弄 日晖六村 228万元 61平米 1987
斜土路2601号 嘉汇广场 210万元 63平米 2006
斜土路2200弄28-29号 红旗教师公寓 390万元 89平米 2003
斜土路1975号 阳光巴黎 440万元 85平米 2004
斜土路2096弄 锦蝶苑 320万元 82平米 1999
斜土路2084号 科乐苑 320万元 83平米 1998
斜土路2471号 玉石公寓 300万元 70平米 1997
斜土路1999弄 阳光名苑 610万元 115平米 2008
斜土路1975弄 阳光巴黎二期 519.98万元 85平米 2008
斜土路2167弄、斜土路21 谨斜小区 140万元 33平米 1981
斜土路1288号 远雄徐汇园 336万元 70平米 2012
斜土路1111弄 福华花苑 465万元 116平米 2000
斜土路1175号 景泰大厦 355万元 115平米 1996
斜土路2526号 新亚徐汇公寓 520万元 130平米 2003
斜土路2590弄、零陵路67 零陵小区 151万元 36平米 1983
斜土路2561弄1-17号 王家堂小区 260万元 56平米 1985
斜土路1358弄 斜土路1358弄小区 260万元 70平米 1983
斜土路1219弄 时运大楼 200万元 54平米 1993
斜土路2455号 同汇苑 575万元 131平米 2001
斜土路2561弄1-17号 文南公寓 405万元 77平米 1997
斜土路宛平南路 斜土路2200弄公房 275万元 70平米 1984
斜土路2050号近东安路 冶金大楼 330万元 80平米 1987
斜土路1855弄枫林路 尚谊小区 265万元 72平米 1997
斜土路1422弄 轻工大木小区 310万元 90平米 1992
茶陵路345弄 茶陵路345弄小区 146万元 37平米 1988
茶陵路225弄 日晖五村 125万元 36平米 1988
茶陵路75弄、茶陵路105弄 茶陵小区 230万元 70平米 1982
茶陵路瞿溪路 茶陵路225弄公房 168万元 50平米 1999
大木桥路340弄1号 海光公寓 558万元 171平米 2014
大木桥路237弄 大木小区 210万元 59平米 1987
大木桥路158弄(斜土路口) 金色港湾公寓 475万元 120平米 2004
大木桥路65号 新路大楼 286万元 83平米 1998
大木桥路41弄近嘉善路 上影小区 225万元 57平米 1991
大木桥路37号近肇嘉浜路 海珠公寓 550万元 152平米 1998
大木桥路485弄 航建大楼 288万元 75平米 1985
大木小区1275弄 大木小区1275弄小 140万元 38平米 1984
大木桥路600弄近中山南一路 江南一村 154万元 50平米 1976
大木桥路111号 恒益公寓 460万元 147平米 1999
大木桥路/零陵路 日晖二村 135万元 37平米 1993
康平路65弄 康平大楼 380万元 86平米 1991
康平路新里 康平路新里 1400万元 210平米 1936
康平路172弄 康平路172弄小区 1177万元 168平米 1936
陕西南路888弄 新家坡美树馆 695万元 166平米 1999
陕西南路洋房 陕西南路洋房 880万元 110平米 1934
陕西南路888弄 汇景苑 588万元 139平米 2000
陕西南路490号 陕南公寓 498万元 66平米 1936
广元西路88号、广元西路98 名仕苑 736万元 127平米 2004
广元西路333号 紫元大厦 320万元 102平米 1999
西木小区360弄 西木小区360弄公房 110万元 34平米 2000
三江路88弄 西雅图嘉萱苑 630万元 145平米 2004
三江路301弄 三江小区 180万元 47平米 1995
石龙路731弄、龙川北路80 金牛苑 400万元 160平米 2001
石龙路731弄、龙川北路80 金牛小区 130万元 39平米 2001
石龙路999弄 汇京佳丽苑 500万元 137平米 2005
石龙路33弄 天龙苑 245万元 85平米 1998
石龙路885弄、老沪闵路50 康佳苑 350万元 111平米 2000
华泾路999弄 漓江山水花园 900万元 256平米 2004
华泾镇龙吴路 印象欧洲 290万元 88平米 2013
华泾路880弄、1000弄 华泾五村 155万元 67平米 1997
华泾路880弄、1000弄 华泾路1000弄小区 110万元 55平米 2000
柿子湾路公房 柿子湾路公房 200万元 53平米 1988
钦江路28弄 东方康洛二期 570万元 147平米 2004
钦江路28号 东方康洛 530万元 145平米 2004
龙吟路500弄、龙吟路452 紫阳花苑 260万元 110平米 2003
江安路158弄 樱花园 128万元 45平米 2014
江安路55弄 梅花园 348万元 125平米 1997
兴国路288号 丹枫苑 1488万元 220平米 1999
兴国路新里 兴国路新里 1680万元 116平米 1936
兴国路372弄 兴国路372弄洋房 1850万元 110平米 null
兴国路/湖南路 兴国路洋房 1680万元 150平米 1932
兴国路公房 兴国路公房 240万元 49平米 1984
衡山路20号 衡山路20号 500万元 95平米 1995
衡山路41号、乌鲁木齐南路5 芝大厦 1000万元 197平米 2000
衡山路303号 衡山路303号老公寓 180万元 21平米 1928
衡山路321号 集雅公寓 560万元 94平米 1936
衡山路20号 衡安大楼 530万元 95平米 1995
永福路86弄 伯乐大院 350万元 47平米 1964
天钥桥路500弄 上海五月天 758万元 158平米 2002
天钥桥路968号(近中山南二 徐汇苑 520万元 123平米 2003
天钥桥路408弄 明达公寓 340万元 106平米 1999
天钥桥南路1199弄 滨江小区 368万元 136平米 1998
天钥桥路250弄8号 南丹大楼 300万元 84平米 1993
天钥桥路438号 申峰大厦 310万元 65平米 2005
天钥桥路811号 鹏欣公寓 368万元 117平米 1996
天钥桥路380弄20-28号 天钥花苑公寓 600万元 134平米 2002
天钥桥路380弄50-60号 通汇公寓 530万元 141平米 2002
天钥桥路380弄1-12号 泰东新村 270万元 52平米 1993
天钥桥路69弄1-3号 科汇公寓 330万元 70平米 1991
天钥桥路380弄36-38号 南溪公寓 445万元 108平米 1998
天钥桥路180弄2号 海天公寓 330万元 71平米 1992
天钥桥路907弄 宛南五村 130万元 34平米 1990
天钥桥路905弄 宛南六村 175万元 46平米 1989
天钥桥路191弄 南天大楼 280万元 75平米 1996
天钥桥路438号 尚都申峰大厦 390万元 90平米 2005
天钥桥南路1188弄 长峰小区 300万元 86平米 1997
天钥桥路180弄 华狮国际公寓 250万元 55平米 2003
天钥桥路859号 北海大厦公寓 255万元 75平米 1997
清真路58弄1-34号医学院 汇成桂苑 480万元 104平米 1999
清真路99弄 清真小区 298万元 84平米 2000
清真路67号 百乐公寓(徐汇) 396万元 107平米 1999
清真路55号 大闻公寓 468万元 139平米 2006
平江路9弄 凯悦公寓 540万元 101平米 2002
平江路49弄 平江路49弄小区 175万元 48平米 1978
平福路12弄1-4号 海怡公寓 510万元 155平米 2002
黄石路18号 聚龙新苑 600万元 156平米 2004
岳阳路217号 岳阳公寓 720万元 129平米 2000
岳阳路77弄公房 岳阳路77弄小区 298万元 51平米 1980
岳阳路170弄 岳阳路170弄小区 450万元 99平米 1998
岳阳路200弄 岳阳路200弄小区 650万元 88平米 1999
岳阳路217号 岳阳花苑 999万元 160平米 2000
岳阳路洋房 岳阳路洋房 290万元 22平米 1936
岳阳路221弄 岳阳大楼 345万元 64平米 1992
龙漕路135弄 凯翔小区 250万元 67平米 2014
龙漕路200弄 龙漕路200弄小区 190万元 61平米 1995
龙漕路160弄 乾骏园 300万元 85平米 2014
龙漕路58弄 气象苑 258万元 68平米 1997
龙漕路1弄 龙漕大楼 310万元 94平米 1998
龙漕路235弄 龙漕路235弄小区 170万元 60平米 1990
龙漕路51弄2号 银星名庭 288万元 83平米 2005
龙漕路51弄 金海大厦 290万元 80平米 1996
龙漕路51弄 奥龙公寓 415万元 116平米 2004
桂平路88弄 紫藤苑(徐汇) 440万元 103平米 2000
桂平路123弄 紫薇园(徐汇) 190万元 49平米 1992
桂平路258弄、260弄、2 桂平小区 205万元 60平米 2000
桂平支路35弄 西樱花园 240万元 74平米 1992
桂平路251弄 桂梅别墅 660万元 208平米 1995
桂平路165弄 花苑村玫瑰园 1350万元 261平米 1998
桂平路67弄 月季园 248万元 85平米 1995
桂平路257弄 欣园新村 345万元 82平米 1996
桂平路218弄 花苑村牡丹园 1390万元 218平米 2002
桂平路277弄12号-14号 桂竹香公寓 278万元 80平米 1992
桂平路277弄 桂平路277弄小区 278万元 80平米 2005
桂平支路20弄 东樱花园 200万元 65平米 1993
桂平路218弄 牡丹园别墅 1260万元 198平米 1998
桂平路350弄 桂平路350弄小区 210万元 63平米 2004
桂平路165弄 玫瑰园 1600万元 225平米 1994
